,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,weekofyear,poly_fit,total_cases
0,-0.5941663212323539,-0.892258797601349,0.8462682289902816,-0.1262975132861378,-0.7548935254893524,-0.705069124629809,-0.3583194906987149,-0.33217231915067735,0.0620708748615633,0.047058823529422464,-0.0755084379056686,0.15197611101347203,-0.7548935254893524,-0.3742832319758977,-0.013765978367740352,-1.1423562252010682,0.10185493780443462,-0.9375000000000033,-0.42857142857143005,-0.6847742922723795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26,3.4385603297922955,0
1,-0.39371406566736283,0.3742744149864206,0.3673294662327657,-0.17226738477053605,0.002258550225855108,-0.7732718898020771,-0.3695976859618736,-0.24271310705332735,-0.13792912513843344,-0.8941176470588128,-0.014712245781047162,0.2663621991862749,0.002258550225855108,-0.2714161598308308,0.36774827925681275,-0.6373057201378101,0.4880337996093135,0.0,-0.3571428571428575,0.12012241775057386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27,3.456391408813163,0
2,-0.7291700063242007,-0.5323862408169613,-0.427441829160501,-1.1147604680170646,-0.10722736072273589,-0.9142857143409975,-0.9147104680671289,-0.10705774514931551,-0.73792912513844,-0.18823529411763637,0.3913890090869753,0.48937291410486977,-0.10722736072273589,-0.14630755863643538,-0.4385447394302232,-0.7383158211504596,0.43925331180443467,-0.6250000000000022,-0.42857142857143005,-0.1476664116296863,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28,3.512889170762646,0
3,-0.30251547123379763,-0.7762840625980932,0.03899091817938605,-0.5151426310865771,-1.1810066681006663,-1.5972350234833914,-1.5274924228039868,-1.5574702108972436,-0.9950719822812906,-2.0705882352941067,-0.4915620943314583,-0.3579834884959218,-1.1810066681006663,-1.4543874891341955,0.037364798428295744,-1.7820868649141894,-0.01603124107361445,-1.5625000000000056,-4.71428571428572,-0.27161438408569244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29,3.6080536156407437,0
4,0.5421829141477089,0.7795551110021252,0.040587113758045766,0.8178550931854224,0.04850505485050553,-0.9032258065972717,-0.7868909191197692,-0.9620531623288602,-0.023643410852725668,-0.7058823529411765,-0.3219385547382086,-0.2667837695470699,0.04850505485050553,-0.9615986098821772,0.1435594886925403,-0.940336023175762,0.4457573768288251,-0.43750000000000333,-1.5714285714285725,-0.6694720734506504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30,3.7418847434474536,0
5,-0.4883395234788159,-0.3771677299408352,-0.1708110171379076,-0.05900181461110255,-0.9521402452140243,-0.41382488522802946,-0.44478565596188224,-2.1074243811529803,-0.2522148394241575,-2.1176470588235294,-0.9883167459974039,-1.588125768487058,-0.9521402452140243,-1.945786272796304,1.3195673549573335,-2.213063295935174,0.18234274268248304,-1.2500000000000044,-3.071428571428575,-0.5547054322876818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,3.9143825541827795,0
6,0.4069398341056722,0.8487366841254658,1.2159821407334246,1.0353803550931857,0.6208862120886213,-0.33087557618237207,-0.08012400175133783,-1.0317140240691023,0.49064230343299187,-0.42352941176469516,-0.4327131112072697,-0.7473739680348688,0.6208862120886213,-1.0262380538642397,0.6863323500412861,-0.5194606022560442,0.5286842060971177,0.0,-1.0000000000000024,0.38485080336648825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32,4.1255470478467196,0
7,1.0066626884133378,1.3968842713640626,0.8545965703321431,0.9978822625911453,-0.39632178963217884,-0.1327188942149094,0.10784592298549878,-0.943721356499696,0.23349944629012498,-1.1294117647058717,-0.6443098225876246,-0.8246618654513175,-0.39632178963217884,-0.9511728931281419,1.2999016715827132,-0.9571710400448749,-0.12172229795166334,-0.6250000000000022,-0.5714285714285725,0.03596021423106353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33,4.375378224439274,0
8,1.2077527724819803,0.7798060528043186,1.459309770818358,0.3341086344968519,-0.2427403742740373,0.261751152300302,0.23190607298551535,-1.502474793922978,0.8620708748615665,-0.7999999999999946,-0.8890090869753355,-1.5870015808910631,-0.2427403742740373,-1.4481320590525817,1.3195673549573335,-0.6373057201378101,1.3823427426824841,0.0,-1.642857142857145,0.6342769701606734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34,4.663876083960442,0
9,0.5706424536807299,0.7701205797371979,0.6016107463462314,0.5127731868817222,-0.14745106474510639,0.8940092169184142,0.9461917877223527,-1.210632447237232,0.9763565891472743,-0.047058823529422464,-0.6622674167027262,-1.644897242232338,-0.14745106474510639,-1.1499565595173789,0.957718780715659,-0.41845050124339117,0.8294972142434597,0.0,-0.92857142857143,0.46289211935730684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35,4.991040626410223,0
