,var1(t-10),var2(t-10),var3(t-10),var4(t-10),var5(t-10),var1(t-9),var2(t-9),var3(t-9),var4(t-9),var5(t-9),var1(t-8),var2(t-8),var3(t-8),var4(t-8),var5(t-8),var1(t-7),var2(t-7),var3(t-7),var4(t-7),var5(t-7),var1(t-6),var2(t-6),var3(t-6),var4(t-6),var5(t-6),var1(t-5),var2(t-5),var3(t-5),var4(t-5),var5(t-5),var1(t-4),var2(t-4),var3(t-4),var4(t-4),var5(t-4),var1(t-3),var2(t-3),var3(t-3),var4(t-3),var5(t-3),var1(t-2),var2(t-2),var3(t-2),var4(t-2),var5(t-2),var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),total_cases
10,-1.0818144442666104,-1.183554006793482,-0.7595712098107669,-1.2727272727272734,-0.542447969069113,-0.5599561463416755,-0.5836933797885653,-0.21439509954681987,-0.2727272727272735,-0.5413334232348669,0.006303960539878677,-0.005017421657565221,-0.21439509954681987,0.0,-0.5309527741148653,-0.061121008619310774,-0.053519163696881394,0.11026033689141627,0.2272727272727273,-0.5106048298424654,0.1449910922253533,0.14606271763003836,0.7411944870169722,0.4999999999999992,-0.4797886145592818,0.1460874332038249,0.15777003470091436,0.3859111791842767,0.4999999999999992,-0.4382288960665365,0.15430999040806578,0.16334494787054726,0.08575803981872916,0.2272727272727273,-0.38589603833564695,0.4393586405132037,0.4231358883076813,0.4961715160756929,0.0,-0.3230201788780533,0.36754830751686907,0.363484320709579,0.4777947932818968,0.0,-0.25009973097429544,0.4755378922655834,0.4699651565912298,0.4777947932818968,0.7272727272727265,-0.16790421076233286,8
11,-0.5599561463416755,-0.5836933797885653,-0.21439509954681987,-0.2727272727272735,-0.5413334232348669,0.006303960539878677,-0.005017421657565221,-0.21439509954681987,0.0,-0.5309527741148653,-0.061121008619310774,-0.053519163696881394,0.11026033689141627,0.2272727272727273,-0.5106048298424654,0.1449910922253533,0.14606271763003836,0.7411944870169722,0.4999999999999992,-0.4797886145592818,0.1460874332038249,0.15777003470091436,0.3859111791842767,0.4999999999999992,-0.4382288960665365,0.15430999040806578,0.16334494787054726,0.08575803981872916,0.2272727272727273,-0.38589603833564695,0.4393586405132037,0.4231358883076813,0.4961715160756929,0.0,-0.3230201788780533,0.36754830751686907,0.363484320709579,0.4777947932818968,0.0,-0.25009973097429544,0.4755378922655834,0.4699651565912298,0.4777947932818968,0.7272727272727265,-0.16790421076233286,0.2250239824643001,0.2319163761498623,0.1470137825218899,-0.5000000000000008,-0.07747138918508553,2
12,0.006303960539878677,-0.005017421657565221,-0.21439509954681987,0.0,-0.5309527741148653,-0.061121008619310774,-0.053519163696881394,0.11026033689141627,0.2272727272727273,-0.5106048298424654,0.1449910922253533,0.14606271763003836,0.7411944870169722,0.4999999999999992,-0.4797886145592818,0.1460874332038249,0.15777003470091436,0.3859111791842767,0.4999999999999992,-0.4382288960665365,0.15430999040806578,0.16334494787054726,0.08575803981872916,0.2272727272727273,-0.38589603833564695,0.4393586405132037,0.4231358883076813,0.4961715160756929,0.0,-0.3230201788780533,0.36754830751686907,0.363484320709579,0.4777947932818968,0.0,-0.25009973097429544,0.4755378922655834,0.4699651565912298,0.4777947932818968,0.7272727272727265,-0.16790421076233286,0.2250239824643001,0.2319163761498623,0.1470137825218899,-0.5000000000000008,-0.07747138918508553,0.3472659997029217,0.34620209046904793,0.3920367534631692,0.4999999999999992,0.019901231202759027,6
13,-0.061121008619310774,-0.053519163696881394,0.11026033689141627,0.2272727272727273,-0.5106048298424654,0.1449910922253533,0.14606271763003836,0.7411944870169722,0.4999999999999992,-0.4797886145592818,0.1460874332038249,0.15777003470091436,0.3859111791842767,0.4999999999999992,-0.4382288960665365,0.15430999040806578,0.16334494787054726,0.08575803981872916,0.2272727272727273,-0.38589603833564695,0.4393586405132037,0.4231358883076813,0.4961715160756929,0.0,-0.3230201788780533,0.36754830751686907,0.363484320709579,0.4777947932818968,0.0,-0.25009973097429544,0.4755378922655834,0.4699651565912298,0.4777947932818968,0.7272727272727265,-0.16790421076233286,0.2250239824643001,0.2319163761498623,0.1470137825218899,-0.5000000000000008,-0.07747138918508553,0.3472659997029217,0.34620209046904793,0.3920367534631692,0.4999999999999992,0.019901231202759027,0.1954227764676402,0.2001393728389874,0.3859111791842767,0.0,0.12267061456870305,17
14,0.1449910922253533,0.14606271763003836,0.7411944870169722,0.4999999999999992,-0.4797886145592818,0.1460874332038249,0.15777003470091436,0.3859111791842767,0.4999999999999992,-0.4382288960665365,0.15430999040806578,0.16334494787054726,0.08575803981872916,0.2272727272727273,-0.38589603833564695,0.4393586405132037,0.4231358883076813,0.4961715160756929,0.0,-0.3230201788780533,0.36754830751686907,0.363484320709579,0.4777947932818968,0.0,-0.25009973097429544,0.4755378922655834,0.4699651565912298,0.4777947932818968,0.7272727272727265,-0.16790421076233286,0.2250239824643001,0.2319163761498623,0.1470137825218899,-0.5000000000000008,-0.07747138918508553,0.3472659997029217,0.34620209046904793,0.3920367534631692,0.4999999999999992,0.019901231202759027,0.1954227764676402,0.2001393728389874,0.3859111791842767,0.0,0.12267061456870305,0.29244895162348955,0.2832055749691259,0.4410413476514247,0.0,0.2290680652771665,23
15,0.1460874332038249,0.15777003470091436,0.3859111791842767,0.4999999999999992,-0.4382288960665365,0.15430999040806578,0.16334494787054726,0.08575803981872916,0.2272727272727273,-0.38589603833564695,0.4393586405132037,0.4231358883076813,0.4961715160756929,0.0,-0.3230201788780533,0.36754830751686907,0.363484320709579,0.4777947932818968,0.0,-0.25009973097429544,0.4755378922655834,0.4699651565912298,0.4777947932818968,0.7272727272727265,-0.16790421076233286,0.2250239824643001,0.2319163761498623,0.1470137825218899,-0.5000000000000008,-0.07747138918508553,0.3472659997029217,0.34620209046904793,0.3920367534631692,0.4999999999999992,0.019901231202759027,0.1954227764676402,0.2001393728389874,0.3859111791842767,0.0,0.12267061456870305,0.29244895162348955,0.2832055749691259,0.4410413476514247,0.0,0.2290680652771665,0.4289434013903909,0.4236933798197712,0.4226646248147488,0.2272727272727273,0.3371247765049742,13
16,0.15430999040806578,0.16334494787054726,0.08575803981872916,0.2272727272727273,-0.38589603833564695,0.4393586405132037,0.4231358883076813,0.4961715160756929,0.0,-0.3230201788780533,0.36754830751686907,0.363484320709579,0.4777947932818968,0.0,-0.25009973097429544,0.4755378922655834,0.4699651565912298,0.4777947932818968,0.7272727272727265,-0.16790421076233286,0.2250239824643001,0.2319163761498623,0.1470137825218899,-0.5000000000000008,-0.07747138918508553,0.3472659997029217,0.34620209046904793,0.3920367534631692,0.4999999999999992,0.019901231202759027,0.1954227764676402,0.2001393728389874,0.3859111791842767,0.0,0.12267061456870305,0.29244895162348955,0.2832055749691259,0.4410413476514247,0.0,0.2290680652771665,0.4289434013903909,0.4236933798197712,0.4226646248147488,0.2272727272727273,0.3371247765049742,0.6460189118662899,0.6199303136351332,0.3552833078326971,0.0,0.44470305399756177,21
17,0.4393586405132037,0.4231358883076813,0.4961715160756929,0.0,-0.3230201788780533,0.36754830751686907,0.363484320709579,0.4777947932818968,0.0,-0.25009973097429544,0.4755378922655834,0.4699651565912298,0.4777947932818968,0.7272727272727265,-0.16790421076233286,0.2250239824643001,0.2319163761498623,0.1470137825218899,-0.5000000000000008,-0.07747138918508553,0.3472659997029217,0.34620209046904793,0.3920367534631692,0.4999999999999992,0.019901231202759027,0.1954227764676402,0.2001393728389874,0.3859111791842767,0.0,0.12267061456870305,0.29244895162348955,0.2832055749691259,0.4410413476514247,0.0,0.2290680652771665,0.4289434013903909,0.4236933798197712,0.4226646248147488,0.2272727272727273,0.3371247765049742,0.6460189118662899,0.6199303136351332,0.3552833078326971,0.0,0.44470305399756177,0.5150061669150067,0.5000696865365767,0.4839203675607878,0.2272727272727273,0.5495332149660092,28
18,0.36754830751686907,0.363484320709579,0.4777947932818968,0.0,-0.25009973097429544,0.4755378922655834,0.4699651565912298,0.4777947932818968,0.7272727272727265,-0.16790421076233286,0.2250239824643001,0.2319163761498623,0.1470137825218899,-0.5000000000000008,-0.07747138918508553,0.3472659997029217,0.34620209046904793,0.3920367534631692,0.4999999999999992,0.019901231202759027,0.1954227764676402,0.2001393728389874,0.3859111791842767,0.0,0.12267061456870305,0.29244895162348955,0.2832055749691259,0.4410413476514247,0.0,0.2290680652771665,0.4289434013903909,0.4236933798197712,0.4226646248147488,0.2272727272727273,0.3371247765049742,0.6460189118662899,0.6199303136351332,0.3552833078326971,0.0,0.44470305399756177,0.5150061669150067,0.5000696865365767,0.4839203675607878,0.2272727272727273,0.5495332149660092,0.6460189118662899,0.6126829267097326,0.6186830015248942,0.7272727272727265,0.6492561621247521,24
19,0.4755378922655834,0.4699651565912298,0.4777947932818968,0.7272727272727265,-0.16790421076233286,0.2250239824643001,0.2319163761498623,0.1470137825218899,-0.5000000000000008,-0.07747138918508553,0.3472659997029217,0.34620209046904793,0.3920367534631692,0.4999999999999992,0.019901231202759027,0.1954227764676402,0.2001393728389874,0.3859111791842767,0.0,0.12267061456870305,0.29244895162348955,0.2832055749691259,0.4410413476514247,0.0,0.2290680652771665,0.4289434013903909,0.4236933798197712,0.4226646248147488,0.2272727272727273,0.3371247765049742,0.6460189118662899,0.6199303136351332,0.3552833078326971,0.0,0.44470305399756177,0.5150061669150067,0.5000696865365767,0.4839203675607878,0.2272727272727273,0.5495332149660092,0.6460189118662899,0.6126829267097326,0.6186830015248942,0.7272727272727265,0.6492561621247521,0.27929286007368137,0.26146341458314165,0.4777947932818968,0.2272727272727273,0.7414716328701344,20
20,0.2250239824643001,0.2319163761498623,0.1470137825218899,-0.5000000000000008,-0.07747138918508553,0.3472659997029217,0.34620209046904793,0.3920367534631692,0.4999999999999992,0.019901231202759027,0.1954227764676402,0.2001393728389874,0.3859111791842767,0.0,0.12267061456870305,0.29244895162348955,0.2832055749691259,0.4410413476514247,0.0,0.2290680652771665,0.4289434013903909,0.4236933798197712,0.4226646248147488,0.2272727272727273,0.3371247765049742,0.6460189118662899,0.6199303136351332,0.3552833078326971,0.0,0.44470305399756177,0.5150061669150067,0.5000696865365767,0.4839203675607878,0.2272727272727273,0.5495332149660092,0.6460189118662899,0.6126829267097326,0.6186830015248942,0.7272727272727265,0.6492561621247521,0.27929286007368137,0.26146341458314165,0.4777947932818968,0.2272727272727273,0.7414716328701344,0.7463341098808128,0.6812543553792653,0.6309341500826776,0.7272727272727265,0.8237921235996641,40
21,0.3472659997029217,0.34620209046904793,0.3920367534631692,0.4999999999999992,0.019901231202759027,0.1954227764676402,0.2001393728389874,0.3859111791842767,0.0,0.12267061456870305,0.29244895162348955,0.2832055749691259,0.4410413476514247,0.0,0.2290680652771665,0.4289434013903909,0.4236933798197712,0.4226646248147488,0.2272727272727273,0.3371247765049742,0.6460189118662899,0.6199303136351332,0.3552833078326971,0.0,0.44470305399756177,0.5150061669150067,0.5000696865365767,0.4839203675607878,0.2272727272727273,0.5495332149660092,0.6460189118662899,0.6126829267097326,0.6186830015248942,0.7272727272727265,0.6492561621247521,0.27929286007368137,0.26146341458314165,0.4777947932818968,0.2272727272727273,0.7414716328701344,0.7463341098808128,0.6812543553792653,0.6309341500826776,0.7272727272727265,0.8237921235996641,0.4070165821662923,0.3841114980713836,0.4410413476514247,0.4999999999999992,0.8939024891720347,27
