,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,total_cases
0,0.0,-1.0818144442666104,-1.183554006793482,-0.7595712098107669,-1.2727272727272734,-0.542447969069113,-1.008038024867409,-1.0776305104009907,-0.9471588657161515,-1.0924172538824306,-0.4978582736969707,-1.1787267076593515,-0.8083937780616651,-1.2258059139595021,-0.5401145840842204,-0.7404373233557378,-0.9359450146847658,-0.5108197496055652,-1.1945773524720904,-0.5179343359473337,-0.3059167676259308,4
1,0.0,-0.5599561463416755,-0.5836933797885653,-0.21439509954681987,-0.2727272727272735,-0.5413334232348669,-0.5447743937142141,-0.559236690586833,-0.4482561686230048,-0.4651258589737926,-0.4793331378855102,-0.5828327196812447,-0.26341311942954854,-0.2904321455527633,-0.5377890131719647,-0.21404066246718279,-0.2246118382491915,-0.4990066915895663,-0.26913875598086195,-0.4950762030514918,-0.30562298183689535,5
2,0.0,0.006303960539878677,-0.005017421657565221,-0.21439509954681987,0.0,-0.5309527741148653,0.006414070669039134,0.005247079817170647,-0.08502669606517788,-0.02442025124492173,-0.4506219667010149,-0.005022628059878391,-0.21112123932264654,-0.00022486597559708154,-0.5263007550472338,-0.21404066246718279,-0.08920026309373415,-0.4891239561080343,0.0,-0.4792021363755297,-0.3028206010567969,4
3,0.0,-0.06112100861931078,-0.053519163696881394,0.11026033689141629,0.22727272727272735,-0.5106048298424654,-0.06186421948011547,-0.061176316511589245,-0.011965055732695545,0.020093820123781497,-0.4345122012310235,-0.05356342977796346,0.07964902264811392,0.1997379818372349,-0.5062216273349519,0.11162352169664341,0.17267993023983938,-0.46248993575475505,0.22976475279106828,-0.4541822363882465,-0.2969809636252457,3
4,0.0,0.1449910922253533,0.14606271763003834,0.7411944870169722,0.49999999999999917,-0.4797886145592818,0.14910683640670833,0.1448275749979808,0.3573152014691072,0.2549047755610895,-0.3977233225544012,0.1463100807247951,0.6727881521100627,0.4612657774022611,-0.4751399767185454,0.7705480048810638,0.6090262314789754,-0.4165912888689361,0.5120614035087712,-0.41664246814449013,-0.2872633874014434,6
5,0.0,0.1460874332038249,0.15777003470091436,0.3859111791842767,0.49999999999999917,-0.4382288960665365,0.15024690747206812,0.14650290559284376,0.22667022617360882,0.25560675591250226,-0.3586828756162398,0.15804524315885643,0.3503444031373366,0.4622557793979493,-0.4338113748452472,0.3952749865758153,0.44172897168675973,-0.38380860824122304,0.5120614035087712,-0.37511928691274105,-0.27249123344712034,2
6,0.0,0.15430999040806578,0.16334494787054724,0.08575803981872916,0.22727272727272735,-0.38589603833564695,0.15880347282006757,0.15460631683464374,0.12106665033853467,0.15457004989602915,-0.30912112808269027,0.1636338342912132,0.07748367773635105,0.2176162067683702,-0.38178870553382915,0.08672757544630577,0.16143183862217828,-0.34119992237023195,0.22976475279106828,-0.3327110949449632,-0.25116711272709047,4
7,0.0,0.4393586405132037,0.42313588830768134,0.49617151607569293,0.0,-0.32302017887805334,0.46201240836023805,0.43976113662623595,0.4672409543379544,0.240100039533363,-0.2315601051803618,0.4243614514096429,0.4762360820980031,0.03431454614444878,-0.3182839765132958,0.510572636729559,0.22999450870813498,-0.2641924806478007,0.0,-0.28101405111994227,-0.22153312666963174,5
8,0.0,0.36754830751686907,0.363484320709579,0.4777947932818968,0.0,-0.25009973097429544,0.3844215508204629,0.36813447484857886,0.41129578203780287,0.19623654828499226,-0.16550689581746705,0.3644429815170964,0.45374407581498793,0.029502414534289922,-0.24592745528389312,0.49128346235228626,0.2217394715171563,-0.19127220076447282,0.0,-0.21151093195016307,-0.18167803888537612,10
9,0.0,0.47553789226558346,0.4699651565912298,0.4777947932818968,0.7272727272727265,-0.16790421076233286,0.5014115718558365,0.4768303785102185,0.4847519202113507,0.5594394143574561,-0.07641461481186047,0.47142189771973086,0.4639476276897425,0.6934574409211999,-0.16354253823410622,0.49128346235228626,0.6046573375184351,-0.10829057945912962,0.7527910685805415,-0.09224355425463585,-0.12968877714480664,6
