,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,total_cases
0,0.0,-0.3742832319758977,-0.33217231915067735,-1.1423562252010682,-0.42857142857143005,-0.5183887813727518,-0.37181670709882503,-0.3713352145988615,-0.5982419979184466,-0.4311801612033343,-0.48769916510010636,-0.33210188623874515,-1.136399588649809,-0.4285725744556092,-0.5145794455606598,-1.118318860829186,-0.7154405468537846,-0.5290935126789736,-0.42253521126760785,-0.48302974614652505,-0.3517494192615698,0
1,0.0,-0.2714161598308308,-0.24271310705332735,-0.6373057201378101,-0.3571428571428575,-0.5155597380846364,-0.27130065573928,-0.26951088093121484,-0.3799559943070709,-0.33400119067286166,-0.4791850049181949,-0.2427332036757956,-0.6525589818017574,-0.3533827830324792,-0.511465027261154,-0.6296797954832312,-0.48833867901119943,-0.5170836963544128,-0.35295103957075846,-0.4780963038028292,-0.35044470657521076,0
2,0.0,-0.14630755863643538,-0.10705774514931551,-0.7383158211504596,-0.42857142857143005,-0.5065959163187366,-0.1473422074499042,-0.14412013881510272,-0.29887426669686773,-0.2757121267564557,-0.4638083091525393,-0.1071144765626676,-0.7238988988865607,-0.40797717324580957,-0.5021122458259512,-0.7281410255360539,-0.5712378270887069,-0.5107017553974531,-0.42253521126760785,-0.4724096567963479,-0.3462661602269491,0
3,0.0,-1.4543874891341955,-1.5574702108972436,-1.7820868649141894,-4.71428571428572,-0.4914973160750528,-1.3506656657407752,-1.4460858189258337,-1.6535669547935248,-2.555648928358443,-0.5306768250790135,-1.5508505747567547,-1.92582761458081,-4.52612598531599,-0.49258852722184215,-1.7241009165851369,-3.6362422535844923,-0.5171351126798855,-3.983903420523145,-0.6082380736598215,-0.33907468075745983,0
4,0.0,-0.9615986098821772,-0.9620531623288602,-0.940336023175762,-1.5714285714285725,-0.47026393735358524,-0.921417677026674,-0.9560822083132907,-1.0465503381278638,-1.2277798131345312,-0.4832768133008714,-0.9598520428177959,-1.0525352088494246,-1.5531973728957573,-0.46947884170890297,-0.9239633601662519,-1.3845550991936644,-0.4812705466427785,-1.4902749832327313,-0.48101562581112833,-0.3286359699861998,0
5,0.0,-1.945786272796304,-2.1074243811529803,-2.213063295935174,-3.071428571428575,-0.44289578015433334,-1.7497207989899815,-1.929277441824646,-2.1481567404107227,-2.2988344934832012,-0.5268058847865543,-2.094647645799947,-2.4090211717831242,-3.0396901987404306,-0.44719405671224316,-2.123914221259193,-2.7304471503343772,-0.4831476073447478,-2.7614017437961142,-0.5150133904236391,-0.3146205310114077,0
6,0.0,-1.0262380538642397,-1.0317140240691023,-0.5194606022560442,-1.0000000000000024,-0.4093928444772974,-0.9793808969065954,-1.0201726358521348,-1.0022212394004677,-1.0721171459940066,-0.4387274718988027,-1.0291166630885704,-0.6750224172445393,-1.0258252732235487,-0.4098965193297594,-0.5143448816003072,-0.8695412391193615,-0.41614369250581085,-0.967136150234745,-0.40765418528566516,-0.29660366821010453,0
7,0.0,-0.9511728931281419,-0.943721356499696,-0.9571710400448749,-0.5714285714285725,-0.3697551303224774,-0.9120218719200921,-0.9454066288181808,-1.0416865323141415,-0.874168803803829,-0.40144343724049225,-0.9416191949089948,-1.065085165634631,-0.6179132414207378,-0.3705242066473131,-0.9402156768291297,-0.7419415700431222,-0.38963499001304247,-0.5606975184439988,-0.35521752693023634,-0.27406548723809315,0
8,0.0,-1.4481320590525817,-1.502474793922978,-0.6373057201378101,-1.642857142857145,-0.3239826376898734,-1.3453992033983375,-1.4378086928412805,-1.3934041541399456,-1.55707776147432,-0.4039453503685338,-1.4963612220867333,-0.8623252361342643,-1.6652666380577432,-0.3281873730018288,-0.6296797954832312,-1.3316111054634931,-0.3396820499736317,-1.5541582830315253,-0.3626832238903006,-0.24639089502995845,0
9,0.0,-1.1499565595173789,-1.210632447237232,-0.41845050124339117,-0.92857142857143,-0.2720753665794856,-1.0889247723404651,-1.144767415786238,-1.0857812307667318,-1.1290918666430192,-0.3394532398774865,-1.206870794410334,-0.6116986767531574,-0.9749841338937104,-0.27580179749802364,-0.4150891164817549,-0.7876580119741182,-0.2857093942303933,-0.9002347417840395,-0.28532681412171107,-0.21286959979906764,0
10,0.0,-2.3197219808382346,-2.6669110905835915,0.844175761414754,0.285714285714285,-0.21403331699131348,-2.033995644362176,-2.300123755419677,-1.854987264699485,-1.555065030194316,-0.40052064428582107,-2.645824844346842,0.2981554497549292,0.017164292730043624,-0.2268685739822544,0.8565489764971685,0.48758399490264476,-0.19495747995754117,0.28839704896042845,-0.17196649326572827,-0.17269611103756927,1
