,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,total_cases
0,0.0,-1.0818144442666104,-1.183554006793482,-0.7595712098107669,-1.2727272727272734,-0.542447969069113,-1.008038024867409,-1.0776305104009907,-0.9471588657161515,-1.0924172538824306,-0.4978582736969707,-1.1787267076593515,-0.8083937780616651,-1.2258059139595021,-0.5401145840842204,-0.7404373233557378,-0.9359450146847658,-0.5108197496055652,-1.1945773524720904,-0.5179343359473337,-0.3059167676259308,-0.9399666111452327,-1.0045010581613723,-0.9196748623753322,-1.0021817702563318,-0.45461581519001426,-1.0725067000366586,-0.9482271762486473,-1.0900723571314646,-0.49276102762982416,-0.8743211753735436,-0.9618648787436541,-0.48414877820369917,-1.01872599902867,-0.4781450220825432,-0.27228941186754374,-1.1739221379033442,-0.8433307115896997,-1.187421793209717,-0.5387674686087749,-0.7596740188086787,-0.9487484085397206,-0.5070919664766773,-1.170037465321389,-0.5177948397577424,-0.30481820675433546,-0.7216093411592134,-0.843304764678591,-0.4929214657199762,-0.9569588844002896,-0.48818592429151314,-0.29205607133522105,-1.1219551689972591,-0.4894151477277595,-0.28166053336022784,-0.17141940456841806,4
1,0.0,-0.5599561463416755,-0.5836933797885653,-0.21439509954681987,-0.2727272727272735,-0.5413334232348669,-0.5447743937142141,-0.559236690586833,-0.4482561686230048,-0.4651258589737926,-0.4793331378855102,-0.5828327196812447,-0.26341311942954854,-0.2904321455527633,-0.5377890131719647,-0.21404066246718279,-0.2246118382491915,-0.4990066915895663,-0.26913875598086195,-0.4950762030514918,-0.30562298183689535,-0.5292734840762865,-0.5441814058595925,-0.47313083759776164,-0.4875582805655178,-0.4257574825131326,-0.5580686818621236,-0.452317299723557,-0.46861517000082,-0.4735092525926431,-0.3955644424400513,-0.3975004971513973,-0.4582453851268237,-0.382365395657032,-0.4443668189960605,-0.26964707604320226,-0.5819709218805874,-0.2969570990679089,-0.3047849776383614,-0.5352615223807614,-0.2385714424150616,-0.24542833419466498,-0.4943152034566663,-0.27835737827988616,-0.4941622900605754,-0.3043653088607173,-0.21356023978524633,-0.21336237999555416,-0.4720557615555237,-0.22765363902711377,-0.45795464005719644,-0.2903234096553566,-0.2654072715390183,-0.45082147442484494,-0.2784032635643969,-0.171349164943039,5
2,0.0,0.006303960539878677,-0.005017421657565221,-0.21439509954681987,0.0,-0.5309527741148653,0.006414070669039134,0.005247079817170647,-0.08502669606517788,-0.02442025124492173,-0.4506219667010149,-0.005022628059878391,-0.21112123932264654,-0.00022486597559708154,-0.5263007550472338,-0.21404066246718279,-0.08920026309373415,-0.4891239561080343,0.0,-0.4792021363755297,-0.3028206010567969,0.00651264909987303,0.005866202669882893,-0.04252901237125733,-0.009323259952076612,-0.38346803639367477,0.004173350082357063,-0.0831818092986077,-0.022975414114298286,-0.4439846465448716,-0.13016969067364784,-0.07212778131659464,-0.43085408859274504,-0.0007192203413883996,-0.4120703116891495,-0.2643740090663332,-0.005027808280054542,-0.20089408456746666,-0.00040810173307449956,-0.5226657129655672,-0.2116556936585252,-0.0907648162426836,-0.48337583859275907,-0.00011864895878389675,-0.47727992250521195,-0.30141626131296295,-0.21356023978524633,-0.12023166971928138,-0.46270522504542355,-0.05164636866135833,-0.44309753557308745,-0.28759365894220135,0.0,-0.4305957269060651,-0.2748154941519867,-0.17066286612373582,4
3,0.0,-0.06112100861931078,-0.053519163696881394,0.11026033689141629,0.22727272727272735,-0.5106048298424654,-0.06186421948011547,-0.061176316511589245,-0.011965055732695545,0.020093820123781497,-0.4345122012310235,-0.05356342977796346,0.07964902264811392,0.1997379818372349,-0.5062216273349519,0.11162352169664341,0.17267993023983938,-0.46248993575475505,0.22976475279106828,-0.4541822363882465,-0.2969809636252457,-0.062487835985160056,-0.061932265234093134,-0.024521456798742302,-0.007491477521889512,-0.3710592959204457,-0.061288368975902965,-0.014336142543081281,0.018673996972318415,-0.4280797542932642,0.010605094119541213,0.04430259666353026,-0.4088711309936678,0.09385795557466582,-0.3916535097844399,-0.25923358231651,-0.053607396665364175,0.06270969757280842,0.17741449280937535,-0.5028153828298031,0.09423739211590475,0.15930796767219219,-0.45705144610701454,0.21532290584570626,-0.45252024768281174,-0.2956159590463714,0.1129342218081831,0.1652861576016209,-0.43043974010271485,0.19891446495699672,-0.41272659196356376,-0.2807972791279351,0.23211311956001918,-0.4019127898888383,-0.26817602400186247,-0.1691419951544573,3
4,0.0,0.1449910922253533,0.14606271763003834,0.7411944870169722,0.49999999999999917,-0.4797886145592818,0.14910683640670833,0.1448275749979808,0.3573152014691072,0.2549047755610895,-0.3977233225544012,0.1463100807247951,0.6727881521100627,0.4612657774022611,-0.4751399767185454,0.7705480048810638,0.6090262314789754,-0.4165912888689361,0.5120614035087712,-0.41664246814449013,-0.2872633874014434,0.15302954075674377,0.14917834245897693,0.2927014448222483,0.22725917278450664,-0.3295322300777888,0.1444409266765589,0.349823889519845,0.25401233722322897,-0.39105661358378235,0.47276698250203053,0.3945267785609408,-0.35799235525703393,0.34533865914013867,-0.348867905072363,-0.24860801597052737,0.14655696162274603,0.6266814588023394,0.4299636508030274,-0.47141514731844253,0.7286195458581504,0.5892000019645424,-0.41098438458050174,0.4918928580855509,-0.4147064724824037,-0.2858539509980656,0.8008194193222623,0.6952706568437387,-0.3696584774619876,0.593855362743235,-0.3611465163146299,-0.26838844441741394,0.5241041051302912,-0.3587985418015537,-0.25706783483526646,-0.16635985731875508,6
5,0.0,0.1460874332038249,0.15777003470091436,0.3859111791842767,0.49999999999999917,-0.4382288960665365,0.15024690747206812,0.14650290559284376,0.22667022617360882,0.25560675591250226,-0.3586828756162398,0.15804524315885643,0.3503444031373366,0.4622557793979493,-0.4338113748452472,0.3952749865758153,0.44172897168675973,-0.38380860824122304,0.5120614035087712,-0.37511928691274105,-0.27249123344712034,0.15421264183438713,0.1506293793931688,0.2104476614825977,0.22817614001313005,-0.29298714455677544,0.14663696326402684,0.22392370445116755,0.25511336525063366,-0.3521817144043831,0.26830308587283946,0.29824602908745146,-0.3271210143593598,0.3458655210730279,-0.3099582434723786,-0.23428966851680252,0.15831996176221524,0.3304005882348397,0.4317627823052399,-0.43023956739191155,0.3735179381933466,0.42838986704847465,-0.37837027456480976,0.49244042765908125,-0.37334471189692137,-0.2711129317251603,0.40465028046463597,0.44952129044582817,-0.34609493943951136,0.47836412588991584,-0.3289465214692878,-0.2547512686594648,0.5241041051302912,-0.31822278129841103,-0.24176817729965644,-0.16159071762375163,2
6,0.0,0.15430999040806578,0.16334494787054724,0.08575803981872916,0.22727272727272735,-0.38589603833564695,0.15880347282006757,0.15460631683464374,0.12106665033853467,0.15457004989602915,-0.30912112808269027,0.1636338342912132,0.07748367773635105,0.2176162067683702,-0.38178870553382915,0.08672757544630577,0.16143183862217828,-0.34119992237023195,0.22976475279106828,-0.3327110949449632,-0.25116711272709047,0.1630984256814862,0.15913427055854415,0.1470019332726053,0.1655374295289462,-0.24621804043721873,0.15462675350910707,0.12199494102829532,0.15692629650257559,-0.3028483954662832,0.10375645174368801,0.1398810353821154,-0.2866089298793652,0.1922534945914931,-0.2698198438411196,-0.21352854914466915,0.1639222292227936,0.07926203256436766,0.20987730753150774,-0.3784285735271104,0.08130288973691915,0.1582551708674202,-0.33600274630740073,0.22496309720768476,-0.33111383637110736,-0.24983689460541933,0.08765400067465198,0.14939221192654936,-0.31320758758722095,0.1913444442053911,-0.29658322727632974,-0.2350850707367791,0.23211311956001918,-0.286193121044754,-0.22191740079601485,-0.1536963356561669,4
7,0.0,0.4393586405132037,0.42313588830768134,0.49617151607569293,0.0,-0.32302017887805334,0.46201240836023805,0.43976113662623595,0.4672409543379544,0.240100039533363,-0.2315601051803618,0.4243614514096429,0.4762360820980031,0.03431454614444878,-0.3182839765132958,0.510572636729559,0.22999450870813498,-0.2641924806478007,0.0,-0.28101405111994227,-0.22153312666963174,0.4850073967133649,0.4630012882029253,0.4949414117883896,0.3402522244152646,-0.1555521839661612,0.43969175850790904,0.46703225449214975,0.2494443618855015,-0.22466688323824438,0.48633910753773757,0.3161417415187305,-0.1953764565682649,0.18867547112385583,-0.20379087578798108,-0.17995291705944155,0.42558836653557175,0.47002838794192403,0.062391470645633385,-0.31418310537448924,0.4967362404994055,0.2362586845419696,-0.2584280659903234,0.018105830196764098,-0.2786779235955834,-0.2200146081884245,0.5251413431275371,0.3324452094991452,-0.22278358524814498,0.1585634125476763,-0.23233252360535062,-0.20142879191907812,0.0,-0.2458431360065096,-0.19450016180775878,-0.14100508818399454,5
8,0.0,0.36754830751686907,0.363484320709579,0.4777947932818968,0.0,-0.25009973097429544,0.3844215508204629,0.36813447484857886,0.41129578203780287,0.19623654828499226,-0.16550689581746705,0.3644429815170964,0.45374407581498793,0.029502414534289922,-0.24592745528389312,0.49128346235228626,0.2217394715171563,-0.19127220076447282,0.0,-0.21151093195016307,-0.18167803888537612,0.4013427897683327,0.385326924316316,0.4259675109179742,0.280717631413021,-0.09627352573725188,0.3682722433858811,0.41048158416121605,0.2045378304366077,-0.15905478180382238,0.43748408183314275,0.27680971593645387,-0.12923679181418088,0.15726951596203867,-0.14098886593530555,-0.1412666511412316,0.36540217689792814,0.44395952786450976,0.05362809429621891,-0.24225280079579772,0.4752889987456436,0.2255576788130429,-0.1860601065163139,0.015566742619989596,-0.20959623772589356,-0.1802458609192867,0.5049069802511861,0.320394970744925,-0.1503219826166195,0.15312695269593057,-0.1640048534522355,-0.16044132611939668,0.0,-0.1810517469295255,-0.15512171334280955,-0.1212114124993716,10
9,0.0,0.47553789226558346,0.4699651565912298,0.4777947932818968,0.7272727272727265,-0.16790421076233286,0.5014115718558365,0.4768303785102185,0.4847519202113507,0.5594394143574561,-0.07641461481186047,0.47142189771973086,0.4639476276897425,0.6934574409211999,-0.16354253823410622,0.49128346235228626,0.6046573375184351,-0.10829057945912962,0.7527910685805415,-0.09224355425463585,-0.12968877714480664,0.5278246753482967,0.503001540245016,0.5228857853709975,0.5743192772326032,-0.0009693250387639505,0.4775479357157411,0.4858568101975972,0.5628955058253502,-0.06969403414037728,0.49439825753853406,0.5611660654323605,-0.03910399096497362,0.6450770455708515,-0.01606912179502651,-0.0859286241009196,0.4728808356558607,0.46281990573553633,0.6664126642645275,-0.1595269939368847,0.48085835107816743,0.6007892336468246,-0.1028709464907546,0.7359633863387977,-0.09009494043143418,-0.12810067775547912,0.5049069802511861,0.599664699233526,-0.06706467116340047,0.6751743470724343,-0.04563291606691631,-0.10673930878282673,0.7788989185130725,-0.029042981434632895,-0.08937185823433265,-0.09133373158900392,6
